FDID, Fire dept name, HQ addr1, HQ addr2, HQ city, HQ state, HQ zip, Mail addr1, Mail addr2, Mail PO box, Mail city, Mail state, Mail zip, HQ phone, HQ fax, County, Dept Type, Organization Type, Website, Number Of Stations, Active Firefighters - Career, Active Firefighters - Volunteer, Active Firefighters - Paid per Call, Non-Firefighting - Civilian, Non-Firefighting - Volunteer, Primary agency for emergency mgmt
"08115","Fairfield Mountains Fire Department","1415 Buffalo Creek RD","","Lake Lure","NC","28746","1415 Buffalo Creek RD","","","Lake Lure","NC","28746-8709","828-625-4410","828-625-9760","Rutherford","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","1","29","0","0","40",""
"04805","Fairfield Volunteer Fire Department, Inc.","S HWY 94","PO Box 133","Fairfield","NC","27826","S HWY 94","","PO Box 133","Fairfield","NC","27826","252-926-2826","","Hyde","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","5",""
"07807","Fairmont Fire Department","421 S Main ST","","Fairmont","NC","28340","","","PO Box 248","Fairmont","NC","28340-0248","910-628-9766","910-628-9584","Robeson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.fairmontnc.com","1","0","0","19","0","0","No"
"09004","Fairview Fire & Rescue","7402 Concord HWY","","Monroe","NC","28110","7402 Concord HWY","","","Monroe","NC","28110-6927","704-753-1021","","Union","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.fairviewfireandrescue.com/","1","0","36","20","0","1","Yes"
"01107","Fairview Fire Department","1586 Charlotte HWY","","Fairview","NC","28730","","","PO Box 244","Fairview","NC","28730-0244","828-628-2001","828-628-2191","Buncombe","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.fairviewfire.com/","2","22","14","0","0","0","No"
"09206","Fairview Rural Fire Department","4501 TenTen RD","","Apex","NC","27539","4501 Ten Ten RD","","","Apex","NC","27539-9181","919-362-8445","919-387-3437","Wake","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.fairviewfd.com","2","22","48","37","1","0","No"
"03106","Faison Fire & Rescue Inc.","108 S West Center ST","","Faison","NC","28341","","","PO Box 758","Faison","NC","28341-0758","910-267-5141","910-267-5141","Duplin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","12","Yes"
"07412","Falkland Volunteer Fire Department","3620 West AVE","PO Box 157","Falkland","NC","27827-0157","","","PO Box 157","Falkland","NC","27827","252-752-0064","252-752-6905","Pitt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","0",""
"00608","Fall Creek Volunteer Fire Department","4296 Beech Mountain RD","","Elk Park","NC","28622-9162","460 John Jones RD","","","Elk Park","NC","28622-9174","828-898-5021","828-898-9108","Avery","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","27","0","0","0",""
"02308","Fallston Community Volunteer Fire Department, Inc.","4632 Fallston RD","","Fallston","NC","28042","","","PO Box 629","Fallston","NC","28042-0629","704-538-7725","704-538-9781","Cleveland","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","Fallstonfire.com","2","0","0","40","0","0","No"
"07604","Farmer Volunteer Fire Department","6881 Old NC Highway 49","","Denton","NC","27239","6881 Old NC Highway 49","","","Denton","NC","27239-9243","336-857-2626","","Randolph","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","22","5","0","9","No"
"03023","Farmington Volunteer Fire Department","1880 Farmington RD","","Mocksville","NC","27028","1880 Farmington RD","","","Mocksville","NC","27028-7652","336-998-3772","","Davie","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","32","0","0","2","No"
"07453","Farmville Fire Department","121 North Main ST","","Farmville","NC","27828","","","PO Box 86","Farmville","NC","27828-0086","252-753-2618","252-753-8186","Pitt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","38","0","0","0","No"
"09608","Faro Volunteer Fire Department","1183 Faro RD","","Fremont","NC","27830-9325","279 Circle DR","","","Pikeville","NC","27863-9042","919-242-5134","919-242-5134","Wayne","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","23","0","0","0",""
"00106","Faucette Township Volunteer Fire Department","2164 Carolina RD","","Burlington","NC","27217","2164 Carolina RD","","","Burlington","NC","27217-8578","336-226-4042","336-226-4022","Alamance","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","4","0","38","0","20","Yes"
"02607","Fayetteville Fire/Emergency Management Department","632 Langdon ST","","Fayetteville","NC","28301","632 Langdon ST","","","Fayetteville","NC","28301-4053","910-433-1429","910-433-1342","Cumberland","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.fayettevillenc.gov/city-services/fire","17","345","0","0","6","0","Yes"
"06405","Ferrells Fire & Rescue","9589 W NC 97","","Middlesex","NC","27557","9589 W NC 97","","","Middlesex","NC","27557-8575","252-478-7515","252-478-7766","Nash","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","3","35","0","0","0","Yes"
"04414","Fines Creek Volunteer Fire Department","244 Fines Creek RD","","Clyde","NC","28721","244 Fines Creek RD","","","Clyde","NC","28721","828-627-0102","828-627-0127","Haywood","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","0",""
"08503","Fire Department - City of King","302 W King ST","","King","NC","27021","302 W King ST","","","King","NC","27021-9169","336-983-3030","336-985-3419","Stokes","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.king.nc.us/","1","23","0","16","1","2","Yes"
"04106","Fire District #13, Inc","6912 Spencer Dixon RD","","Greensboro","NC","27455","6912 Spencer Dixon RD","","","Greensboro","NC","27455-8220","336-375-5507","336-375-5521","Guilford","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","30","25","0","0","0",""
"04108","Fire District 28","6619 NC Highway 61 N","","Gibsonville","NC","27249","6619 NC Highway 61 N","","","Gibsonville","NC","27249-9786","336-449-4933","336-449-9033","Guilford","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","24","0","0","12","Yes"
"04308","Flat Branch Volunteer Fire Department","2098 Elliott Bridge RD","","Bunnlevel","NC","28323-9009","2098 Elliott Bridge RD","","","Bunnlevel","NC","28323-9009","910-893-3504","910-893-6393","Harnett","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","38","5","0","0",""
"04309","Flatwoods Community Fire Department","3130 US 401 S","","Lillington","NC","27546","3130 US 401 S","","","Lillington","NC","27546","910-893-5031","910-893-9798","Harnett","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","0","25","0","0",""
"00507","Fleetwood Volunteer Fire & Rescue","9005 HWY 221 S","","Fleetwood","NC","28626","","","PO Box 280","Fleetwood","NC","28626-0280","336-877-5100","336-877-3800","Ashe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","27","0","0","0",""
"04506","Fletcher Fire and Rescue Department","49 E Fanning Bridge RD","","Fletcher","NC","28732","49 E Fanning Bridge RD","","","Fletcher","NC","28732-8245","828-684-0864","828-687-8346","Henderson","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","23","15","0","1","2",""
"06909","Florence Whortonsville Fire Department","5208 Florence RD","","Merritt","NC","28556","","","PO Box 57","Merritt","NC","28556-0057","252-349-0868","","Pamlico","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","21","0","0","0","No"
"01304","Flowes Store Volunteer Fire Department","8623 Flowes Store RD","","Concord","NC","28025","8623 Flowes Store RD","","","Concord","NC","28025-1231","704-786-2326","704-784-1662","Cabarrus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.flowesstorefd.org/","1","0","0","28","0","8","Yes"
"09911","Forbush Volunteer Fire Department","4725 Old US 421 HWY E","","Yadkinville","NC","27055-8052","4725 Old US 421 HWY E","","","Yadkinville","NC","27055-8052","336-961-8376","336-961-2776","Yadkin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.forbushvfd.com/","2","1","38","0","0","3","No"
"08105","Forest City Fire Department","186 S Church ST","","Forest City","NC","28043","186 S Church ST","","","Forest City","NC","28043-3502","828-245-2111","828-245-8874","Rutherford","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.townofforestcity.com/","1","15","0","14","0","0","Yes"
"03405","Forest Hill Volunteer Fire Department and Rescue","4619 Cherry ST","","Winston Salem","NC","27105","4619 Cherry ST","","","Winston Salem","NC","27105-2503","336-661-1441","214-279-1671","Forsyth","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","10","No"
"03015","Fork Fire Department","3181 US Highway 64 E","","Advance","NC","27006","3181 US Highway 64 E","","","Advance","NC","27006-7095","336-998-5545","","Davie","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.forkfiredepartment.com/","1","0","35","0","0","0","Yes"
"06109","Fork Mountain Fire Department & Rescue Squad","2699 Fork Mountain RD","","Bakersville","NC","28705","690 Gouge Cove RD","","","Bakersville","NC","28705-7805","828-688-4794","828-688-4794","Mitchell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","22","0","0","4","Yes"
"03418","Forsyth County Fire Department","3000 Aviation DR","","Winston Salem","NC","27105","3000 Aviation DR","","","Winston Salem","NC","27105-4561","336-727-8083","336-727-2078","Forsyth","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.forsyth.cc/EmergencyServices/Fire/","1","28","0","0","35","0","No"
"02608","Fort Bragg Fire and Emergency Services","1566 Knox ST","Bldg 6-9572","Fort Bragg","NC","28310-5000","2175 Reilly RD, Stop A","","","Fort Bragg","NC","28310-5000","910-396-8121","910-396-1111","Cumberland","Career","Federal government (Department of Defense fire department)","","5","70","0","0","15","0",""
"04005","Fort Run Rural Fire & EMS Association Inc.","2985 Fort Run RD","","Snow Hill","NC","28580","2985 Fort Run RD","","PO Box 657","Snow Hill","NC","28580","252-747-4452","252-747-4498","Greene","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.fire-ems.net/firedept/view/SnowHillNC","1","0","31","0","0","0",""
"09506","Foscoe Fire Department","9230 NC HWY 105 S","","Banner Elk","NC","28604","9230 NC HWY 105 S","","","Banner Elk","NC","28604","828-963-6305","828-963-8322","Watauga","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","3",""
"07454","Fountain Rural Fire Association","3642 Lynch ST","","Fountain","NC","27829","","","PO Box 37","Fountain","NC","27829-0037","252-749-5321","","Pitt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","19","0","0","0","No"
"03105","Fountaintown Fire Department","1698 Fountaintown RD","","Chinquapin","NC","28521","1698 Fountaintown RD","","","Chinquapin","NC","28521-8700","910-324-4075","","Duplin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.facebook.com/Fountaintown.Fire.Department/","1","0","24","0","0","0","Yes"
"08502","Francisco Volunteer Fire Department Inc.","7100 NC 89 HWY W","","Westfield","NC","27053","7100 NC 89 HWY W","","","Westfield","NC","27053-8324","336-351-2696","336-351-0890","Stokes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","29","0","0","0",""
"00605","Frank Volunteer Fire Departemnt","699 N US 19E Hwy","","Newland","NC","28657","","","PO Box 160","Plumtree","NC","28664","828-733-9336","828-733-9336","Avery","Mostly volunteer","Contract fire department","","1","1","28","0","0","0",""
